-------------|-------------|----|--------|----------|--------|----------|----|----------|-----|-----|--------|----------------|----------------|--------|--------
PNG          |Name         |Ref |Lam_lab |Ion       |Lam_obs |F(lambda) |F_Er|I(lambda) |I_Em |I_Ep |Mult    |Lower Term      |Upper Term      |g1      |g2      
-------------|-------------|----|--------|----------|--------|----------|----|----------|-----|-----|--------|----------------|----------------|--------|--------
PNG011.9+04.2|M 1-32       |D21 |5875.66 |He I      |5873.46 |38.698    |1.0 |19.891    |-1.8 |2.2  |V11     |2p 3P*          |3d 3D           |9       |15      
PNG011.9+04.2|M 1-32       |D21 |6151.43 |C II      |6148.60 |0.182     |13.3|0.082     |-16.8|17.6 |V16.04  |4d 2D           |6f 2F*          |10      |14      
PNG011.9+04.2|M 1-32       |D21 |6300.34 |[O I]     |6297.95 |22.821    |1.0 |9.528     |-2.1 |2.6  |F1      |2p4 3P          |2p4 1D          |5       |5       
PNG011.9+04.2|M 1-32       |D21 |6312.10 |[S III]   |6309.81 |6.773     |1.9 |2.812     |-2.9 |3.4  |F3      |2p2 1D          |2p2 1S          |5       |1       
PNG011.9+04.2|M 1-32       |D21 |6347.10 |Si II     |6344.62 |0.409     |12.4|0.167     |-15.9|16.3 |V2      |4s 2S           |4p 2P*          |2       |4       
PNG011.9+04.2|M 1-32       |D21 |6363.78 |[O I]     |6361.40 |7.522     |1.2 |3.049     |-2.4 |2.9  |F1      |2p4 3P          |2p4 1D          |3       |5       
PNG011.9+04.2|M 1-32       |D21 |6371.38 |S III     |6368.93 |0.220     |10.8|0.089     |-14.0|14.6 |V2      |4s 2S           |4p 2P*          |2       |2       
PNG011.9+04.2|M 1-32       |D21 |6461.95 |C II      |6459.64 |0.561     |10.1|0.217     |-12.9|13.4 |        |4f 2F*          |6g 2G           |14      |18      
PNG011.9+04.2|M 1-32       |D21 |6527.11 |He II     |6524.97 |0.254     |7.7 |0.096     |-9.8 |10.5 |5.14    |5g+ 2G          |14h+ 2H*        |50      |*       
PNG011.9+04.2|M 1-32       |D21 |6548.10 |[N II]    |6545.58 |446.066   |1.7 |166.344   |-3.0 |3.5  |F1      |2p2 3P          |2p2 1D          |3       |5       
PNG011.9+04.2|M 1-32       |D21 |6562.77 |H 3       |6560.29 |778.908   |1.7 |288.587   |-3.0 |3.5  |H3      |2p+ 2P*         |3d+ 2D          |8       |18      
PNG011.9+04.2|M 1-32       |D21 |6583.50 |[N II]    |6580.95 |1455.491  |1.5 |534.363   |-2.9 |3.4  |F1      |2p2 3P          |2p2 1D          |5       |5       
PNG011.9+04.2|M 1-32       |D21 |6678.16 |He I      |6675.64 |15.474    |1.9 |5.452     |-3.3 |3.8  |V46     |2p 1P*          |3d 1D           |3       |5       
PNG011.9+04.2|M 1-32       |D21 |6716.44 |[S II]    |6713.93 |36.143    |1.9 |12.528    |-3.3 |3.9  |F2      |2p3 4S*         |2p3 2D*         |4       |6       
PNG011.9+04.2|M 1-32       |D21 |6730.82 |[S II]    |6728.30 |65.801    |2.1 |22.670    |-3.5 |4.0  |F2      |2p3 4S*         |2p3 2D*         |4       |4       
PNG011.9+04.2|M 1-32       |D21 |7065.25 |He I      |7062.57 |12.274    |5.5 |3.690     |-7.4 |7.7  |V10     |2p 3P*          |3s 3S           |9       |3       
PNG011.9+04.2|M 1-32       |G12 |7135.80 |[Ar III]  |7135.80 |103.457   |0.0 |30.268    |-2.6 |3.3  |F1      |3p4 3P          |3p4 1D          |5       |5       
PNG006.8+04.1|M 3-15       |P01 |3726.03 |[O II]    |3726.03 |5.190     |0.0 |19.639    |-0.8 |0.7  |F1      |2p3 4S*         |2p3 2D*         |4       |4       
PNG006.8+04.1|M 3-15       |P01 |3728.82 |[O II]    |3728.82 |2.080     |0.0 |7.851     |-0.8 |0.7  |F1      |2p3 4S*         |2p3 2D*         |4       |6       
PNG006.8+04.1|M 3-15       |P01 |3868.75 |[Ne III]  |3868.75 |10.740    |0.0 |35.469    |-0.7 |0.7  |F1      |2p4 3P          |2p4 1D          |5       |5       
PNG006.8+04.1|M 3-15       |P01 |4363.21 |[O III]   |4363.21 |2.000     |0.0 |3.752     |-0.4 |0.3  |F2      |2p2 1D          |2p2 1S          |5       |1       
PNG006.8+04.1|M 3-15       |D21 |4448.19 |O II      |4450.14 |0.435     |14.7|0.734     |-17.9|19.7 |V35     |3p' 2F*         |3d' 2F          |8       |8       
PNG006.8+04.1|M 3-15       |D21 |4471.50 |He I      |4472.59 |3.710     |11.3|6.084     |-14.4|15.4 |V14     |2p 3P*          |4d 3D           |9       |15      
PNG006.8+04.1|M 3-15       |D21 |4518.15 |N III     |4521.50 |0.305     |30.4|0.472     |-37.9|41.3 |V3      |3s' 4P*         |3p' 4D          |2       |2       
PNG006.8+04.1|M 3-15       |D21 |4523.58 |N III     |4523.61 |0.415     |27.0|0.637     |-34.5|36.8 |V3      |3s' 4P*         |3p' 4D          |4       |4       
PNG006.8+04.1|M 3-15       |D21 |4541.59 |He II     |4542.96 |0.107     |77.9|0.161     |*****|104.3|4.9     |4f+ 2F*         |9g+ 2G          |32      |*       
PNG006.8+04.1|M 3-15       |D21 |4590.97 |O II      |4589.97 |0.470     |20.9|0.663     |-25.7|27.4 |V15     |3s' 2D          |3p' 2F*         |6       |8       
PNG006.8+04.1|M 3-15       |D21 |4620.26 |C II      |4624.75 |0.379     |23.6|0.515     |-29.5|30.6 |        |                |                |        |        
PNG006.8+04.1|M 3-15       |D21 |4643.08 |N II      |4643.50 |0.185     |31.1|0.244     |-38.9|40.9 |V5      |3s 3P*          |3p 3P           |5       |3       
PNG006.8+04.1|M 3-15       |D21 |4651.47 |C III     |4652.14 |0.385     |30.9|0.503     |-37.4|39.7 |V1      |3s 3S           |3p 3P*          |3       |1       
PNG006.8+04.1|M 3-15       |D21 |4711.37 |[Ar IV]   |4713.46 |0.589     |17.2|0.713     |-20.4|22.6 |F1      |3p3 4S*         |3p3 2D*         |4       |6       
PNG006.8+04.1|M 3-15       |D21 |4740.17 |[Ar IV]   |4741.87 |0.800     |12.3|0.934     |-14.4|15.3 |F1      |3p3 4S*         |3p3 2D*         |4       |4       
PNG006.8+04.1|M 3-15       |D21 |4754.70 |[Fe III]  |4750.22 |0.329     |11.3|0.377     |-13.2|13.9 |F3      |                |                |        |        
PNG006.8+04.1|M 3-15       |D21 |4769.40 |[Fe III]  |4770.85 |0.061     |79.5|0.069     |-93.2|99.6 |F3      |                |                |        |        
PNG006.8+04.1|M 3-15       |D21 |4802.23 |C II      |4801.39 |0.430     |7.8 |0.464     |-9.1 |9.7  |        |4f 2F*          |8g 2G           |14      |18      
PNG006.8+04.1|M 3-15       |D21 |4803.29 |N II      |4801.71 |0.133     |14.6|0.143     |-17.3|18.5 |V20     |3p 3D           |3d 3D*          |7       |7       
PNG006.8+04.1|M 3-15       |D21 |4861.33 |H 4       |4862.73 |100.000   |0.3 |100.008   |-0.4 |0.4  |H4      |2p+ 2P*         |4d+ 2D          |8       |32      
PNG006.8+04.1|M 3-15       |D21 |4958.91 |[O III]   |4960.51 |365.804   |0.3 |323.093   |-0.4 |0.4  |F1      |2p2 3P          |2p2 1D          |3       |5       
PNG006.8+04.1|M 3-15       |D21 |5006.84 |[O III]   |5008.52 |1188.922  |0.2 |988.072   |-0.3 |0.3  |F1      |2p2 3P          |2p2 1D          |5       |5       
PNG006.8+04.1|M 3-15       |D21 |5679.56 |N II      |5681.96 |0.275     |35.4|0.107     |-42.8|44.0 |V3      |3s 3P*          |3p 3D           |5       |7       
PNG006.8+04.1|M 3-15       |D21 |5695.92 |C III     |5693.36 |0.758     |14.2|0.291     |-17.2|17.6 |V2      |3p 1P*          |3d 1D           |3       |5       
PNG006.8+04.1|M 3-15       |D21 |5710.77 |N II      |5715.76 |0.369     |21.6|0.140     |-26.1|27.5 |V3      |3s 3P*          |3p 3D           |5       |5       
PNG006.8+04.1|M 3-15       |D21 |5754.60 |[N II]    |5756.07 |1.154     |7.8 |0.421     |-9.8 |10.1 |F3      |2p2 1D          |2p2 1S          |5       |1       
PNG006.8+04.1|M 3-15       |D21 |5875.66 |He I      |5877.11 |50.755    |0.5 |16.689    |-0.9 |1.0  |V11     |2p 3P*          |3d 3D           |9       |15      
PNG006.8+04.1|M 3-15       |D21 |6151.43 |C II      |6153.48 |0.227     |21.6|0.059     |-27.0|27.3 |V16.04  |4d 2D           |6f 2F*          |10      |14      
PNG006.8+04.1|M 3-15       |D21 |6300.34 |[O I]     |6301.91 |10.848    |1.6 |2.520     |-2.1 |2.2  |F1      |2p4 3P          |2p4 1D          |5       |5       
PNG006.8+04.1|M 3-15       |D21 |6312.10 |[S III]   |6313.72 |4.885     |3.3 |1.124     |-4.4 |4.3  |F3      |2p2 1D          |2p2 1S          |5       |1       
PNG006.8+04.1|M 3-15       |D21 |6363.78 |[O I]     |6365.31 |3.086     |5.2 |0.682     |-6.7 |6.6  |F1      |2p4 3P          |2p4 1D          |3       |5       
PNG006.8+04.1|M 3-15       |D21 |6393.60 |[Mn V]    |6395.89 |0.782     |20.6|0.169     |-26.1|26.3 |        |3d3 4F          |3d3 4P          |10      |6       
PNG006.8+04.1|M 3-15       |D21 |6548.10 |[N II]    |6549.65 |87.038    |0.8 |16.740    |-1.4 |1.5  |F1      |2p2 3P          |2p2 1D          |3       |5       
PNG006.8+04.1|M 3-15       |D21 |6562.77 |H 3       |6564.38 |1526.000  |0.5 |290.326   |-1.1 |1.2  |H3      |2p+ 2P*         |3d+ 2D          |8       |18      
PNG006.8+04.1|M 3-15       |D21 |6583.50 |[N II]    |6585.04 |274.349   |0.6 |51.405    |-1.1 |1.3  |F1      |2p2 3P          |2p2 1D          |5       |5       
PNG006.8+04.1|M 3-15       |D21 |6678.16 |He I      |6679.78 |21.718    |1.3 |3.799     |-1.9 |2.0  |V46     |2p 1P*          |3d 1D           |3       |5       
PNG006.8+04.1|M 3-15       |D21 |6716.44 |[S II]    |6718.08 |15.754    |1.0 |2.681     |-1.5 |1.8  |F2      |2p3 4S*         |2p3 2D*         |4       |6       
PNG006.8+04.1|M 3-15       |D21 |6730.82 |[S II]    |6732.50 |30.480    |1.1 |5.135     |-1.7 |1.9  |F2      |2p3 4S*         |2p3 2D*         |4       |4       
PNG006.8+04.1|M 3-15       |D21 |7065.25 |He I      |7067.02 |18.490    |4.0 |2.481     |-5.1 |5.3  |V10     |2p 3P*          |3s 3S           |9       |3       
PNG004.9+04.9|M 1-25       |G07 |3726.03 |[O II]    |3726.03 |30.400    |0.0 |78.074    |-0.3 |0.3  |F1      |2p3 4S*         |2p3 2D*         |4       |4       
PNG004.9+04.9|M 1-25       |G07 |3728.82 |[O II]    |3728.82 |*         |    |*         |     |     |F1      |2p3 4S*         |2p3 2D*         |4       |6       
PNG004.9+04.9|M 1-25       |G07 |3868.75 |[Ne III]  |3868.75 |3.100     |0.0 |7.229     |-0.2 |0.3  |F1      |2p4 3P          |2p4 1D          |5       |5       
PNG004.9+04.9|M 1-25       |G07 |4101.74 |H 6       |4101.74 |13.100    |0.0 |25.534    |-0.2 |0.2  |H6      |2p+ 2P*         |6d+ 2D          |8       |72      
PNG004.9+04.9|M 1-25       |G07 |4340.47 |H 5       |4340.47 |31.700    |0.0 |50.506    |-0.1 |0.2  |H5      |2p+ 2P*         |5d+ 2D          |8       |50      
PNG004.9+04.9|M 1-25       |G07 |4363.21 |[O III]   |4363.21 |0.900     |0.0 |1.406     |-0.1 |0.2  |F2      |2p2 1D          |2p2 1S          |5       |1       
PNG004.9+04.9|M 1-25       |D21 |4448.19 |O II      |4445.21 |0.208     |21.0|0.301     |-25.1|25.2 |V35     |3p' 2F*         |3d' 2F          |8       |8       
PNG004.9+04.9|M 1-25       |D21 |4452.37 |O II      |4450.55 |0.175     |23.8|0.253     |-28.5|29.0 |V5      |3s 2P           |3p 2D*          |4       |4       
PNG004.9+04.9|M 1-25       |D21 |4457.05 |Ne II     |4457.60 |0.264     |14.8|0.380     |-17.7|17.6 |V61d    |3d 2D           |4f 2[2]*        |4       |6       
PNG004.9+04.9|M 1-25       |D21 |4471.50 |He I      |4471.20 |3.697     |1.7 |5.249     |-2.0 |2.1  |V14     |2p 3P*          |4d 3D           |9       |15      
PNG004.9+04.9|M 1-25       |D21 |4510.91 |N III     |4508.80 |0.118     |30.2|0.162     |-36.8|35.5 |V3      |3s' 4P*         |3p' 4D          |2       |4       
PNG004.9+04.9|M 1-25       |D21 |4518.15 |N III     |4514.99 |0.152     |24.4|0.207     |-29.5|29.4 |V3      |3s' 4P*         |3p' 4D          |2       |2       
PNG004.9+04.9|M 1-25       |D21 |4562.60 |Mg I]     |4560.92 |0.094     |27.1|0.123     |-31.9|32.8 |        |3s2 1S          |3s3p 3P*        |1       |5       
PNG004.9+04.9|M 1-25       |D21 |4590.97 |O II      |4588.13 |0.159     |24.7|0.203     |-29.7|30.8 |V15     |3s' 2D          |3p' 2F*         |6       |8       
PNG004.9+04.9|M 1-25       |D21 |4630.54 |N II      |4629.81 |0.322     |16.7|0.397     |-20.5|20.6 |V5      |3s 3P*          |3p 3P           |5       |5       
PNG004.9+04.9|M 1-25       |D21 |4634.14 |N III     |4635.85 |0.371     |22.3|0.455     |-26.7|27.8 |V2      |3p 2P*          |3d 2D           |2       |4       
PNG004.9+04.9|M 1-25       |D21 |4638.86 |O II      |4640.19 |0.409     |17.6|0.500     |-21.4|21.4 |V1      |3s 4P           |3p 4D*          |2       |4       
PNG004.9+04.9|M 1-25       |D21 |4647.42 |C III     |4649.38 |0.207     |35.1|0.251     |-43.5|43.2 |V1      |3s 3S           |3p 3P*          |3       |5       
PNG004.9+04.9|M 1-25       |D21 |4658.10 |[Fe III]  |4657.84 |0.400     |9.8 |0.481     |-11.9|12.1 |F3      |3d6 5D          |3d6 3F2         |9       |9       
PNG004.9+04.9|M 1-25       |D21 |4711.37 |[Ar IV]   |4712.98 |0.308     |8.2 |0.353     |-9.9 |10.3 |F1      |3p3 4S*         |3p3 2D*         |4       |6       
PNG004.9+04.9|M 1-25       |D21 |4861.33 |H 4       |4861.35 |100.000   |0.2 |100.006   |-0.2 |0.2  |H4      |2p+ 2P*         |4d+ 2D          |8       |32      
PNG004.9+04.9|M 1-25       |D21 |4881.11 |[Fe III]  |4881.44 |0.103     |10.1|0.101     |-12.3|12.2 |F2      |3d6 5D          |3d6 3H          |9       |9       
PNG004.9+04.9|M 1-25       |D21 |4958.91 |[O III]   |4959.11 |173.703   |0.2 |159.071   |-0.3 |0.2  |F1      |2p2 3P          |2p2 1D          |3       |5       
PNG004.9+04.9|M 1-25       |D21 |5006.84 |[O III]   |5007.11 |547.976   |0.2 |480.621   |-0.3 |0.2  |F1      |2p2 3P          |2p2 1D          |5       |5       
PNG004.9+04.9|M 1-25       |D21 |5191.82 |[Ar III]  |5189.47 |0.100     |28.0|0.074     |-33.6|35.1 |F3      |2p4 1D          |2p4 1S          |5       |1       
PNG004.9+04.9|M 1-25       |D21 |5199.84 |[N I]     |5197.30 |0.186     |10.1|0.137     |-12.6|12.8 |F1      |2p3 4S*         |2p3 2D*         |4       |4       
PNG004.9+04.9|M 1-25       |D21 |5270.40 |[Fe III]  |5270.89 |0.328     |12.7|0.227     |-15.8|16.2 |F1      |3d6 5D          |3d6 3P2         |7       |5       
PNG004.9+04.9|M 1-25       |D21 |5517.66 |[Cl III]  |5518.40 |0.400     |9.8 |0.227     |-12.4|12.9 |F1      |2p3 4S*         |2p3 2D*         |4       |6       
PNG004.9+04.9|M 1-25       |D21 |5537.60 |[Cl III]  |5538.81 |0.576     |11.6|0.323     |-14.6|15.3 |F1      |2p3 4S*         |2p3 2D*         |4       |4       
PNG004.9+04.9|M 1-25       |D21 |5666.63 |N II      |5665.76 |0.160     |15.6|0.083     |-20.2|20.5 |V3      |3s 3P*          |3p 3D           |3       |5       
PNG004.9+04.9|M 1-25       |D21 |5710.77 |N II      |5708.47 |0.371     |13.3|0.187     |-17.1|17.3 |V3      |3s 3P*          |3p 3D           |5       |5       
PNG004.9+04.9|M 1-25       |D21 |5754.60 |[N II]    |5754.34 |3.925     |1.6 |1.921     |-2.1 |2.1  |F3      |2p2 1D          |2p2 1S          |5       |1       
PNG004.9+04.9|M 1-25       |D21 |5875.66 |He I      |5875.45 |44.084    |0.3 |20.041    |-0.5 |0.4  |V11     |2p 3P*          |3d 3D           |9       |15      
PNG004.9+04.9|M 1-25       |D21 |6101.83 |[K IV]    |6101.35 |0.112     |25.4|0.045     |-32.9|34.3 |F1      |3p4 3P          |3d4 1D          |5       |5       
PNG004.9+04.9|M 1-25       |D21 |6300.34 |[O I]     |6300.05 |6.119     |1.8 |2.174     |-2.5 |2.4  |F1      |2p4 3P          |2p4 1D          |5       |5       
PNG004.9+04.9|M 1-25       |D21 |6312.10 |[S III]   |6311.82 |4.675     |1.6 |1.650     |-2.2 |2.1  |F3      |2p2 1D          |2p2 1S          |5       |1       
PNG004.9+04.9|M 1-25       |D21 |6363.78 |[O I]     |6363.51 |1.545     |3.5 |0.530     |-4.6 |4.6  |F1      |2p4 3P          |2p4 1D          |3       |5       
PNG004.9+04.9|M 1-25       |D21 |6371.38 |S III     |6370.63 |0.431     |15.0|0.147     |-19.0|20.1 |V2      |4s 2S           |4p 2P*          |2       |2       
PNG004.9+04.9|M 1-25       |D21 |6393.60 |[Mn V]    |6400.48 |0.077     |25.9|0.026     |-32.8|34.5 |        |3d3 4F          |3d3 4P          |10      |6       
PNG004.9+04.9|M 1-25       |D21 |6461.95 |C II      |6462.94 |0.281     |13.6|0.091     |-16.9|17.8 |        |4f 2F*          |6g 2G           |14      |18      
PNG004.9+04.9|M 1-25       |D21 |6548.10 |[N II]    |6547.81 |225.181   |0.2 |69.998    |-0.6 |0.4  |F1      |2p2 3P          |2p2 1D          |3       |5       
PNG004.9+04.9|M 1-25       |D21 |6562.77 |H 3       |6562.53 |939.711   |0.2 |289.877   |-0.6 |0.4  |H3      |2p+ 2P*         |3d+ 2D          |8       |18      
PNG004.9+04.9|M 1-25       |D21 |6583.50 |[N II]    |6583.18 |714.364   |0.2 |217.993   |-0.6 |0.4  |F1      |2p2 3P          |2p2 1D          |5       |5       
PNG004.9+04.9|M 1-25       |D21 |6678.16 |He I      |6678.19 |12.508    |1.2 |3.635     |-1.7 |1.6  |V46     |2p 1P*          |3d 1D           |3       |5       
PNG004.9+04.9|M 1-25       |D21 |6716.44 |[S II]    |6716.20 |18.991    |0.5 |5.414     |-0.9 |0.7  |F2      |2p3 4S*         |2p3 2D*         |4       |6       
PNG004.9+04.9|M 1-25       |D21 |6730.82 |[S II]    |6730.60 |36.721    |0.4 |10.393    |-0.8 |0.6  |F2      |2p3 4S*         |2p3 2D*         |4       |4       
PNG004.9+04.9|M 1-25       |D21 |7065.25 |He I      |7065.19 |17.168    |2.5 |4.135     |-3.3 |3.2  |V10     |2p 3P*          |3s 3S           |9       |3       
PNG004.9+04.9|M 1-25       |G07 |7135.80 |[Ar III]  |7135.80 |95.000    |0.0 |22.154    |-0.5 |0.4  |F1      |3p4 3P          |3p4 1D          |5       |5       
PNG004.9+04.9|M 1-25       |G07 |7281.35 |He I      |7281.35 |3.430     |0.0 |0.750     |-0.6 |0.4  |V45     |2p 1P*          |3s 1S           |3       |1       
PNG327.1-02.2|Hen 2-142    |G07 |3726.03 |[O II]    |3726.03 |45.500    |0.0 |113.997   |-6.0 |6.9  |F1      |2p3 4S*         |2p3 2D*         |4       |4       
PNG327.1-02.2|Hen 2-142    |G07 |3728.82 |[O II]    |3728.82 |*         |    |*         |     |     |F1      |2p3 4S*         |2p3 2D*         |4       |6       
PNG327.1-02.2|Hen 2-142    |G07 |4101.74 |H 6       |4101.74 |20.100    |0.0 |38.499    |-4.2 |4.9  |H6      |2p+ 2P*         |6d+ 2D          |8       |72      
PNG327.1-02.2|Hen 2-142    |G07 |4340.47 |H 5       |4340.47 |46.800    |0.0 |73.658    |-3.0 |3.3  |H5      |2p+ 2P*         |5d+ 2D          |8       |50      
PNG327.1-02.2|Hen 2-142    |D21 |4471.50 |He I      |4476.58 |0.740     |14.0|1.041     |-18.4|19.1 |V14     |2p 3P*          |4d 3D           |9       |15      
PNG327.1-02.2|Hen 2-142    |D21 |4861.33 |H 4       |4860.29 |100.000   |5.3 |100.006   |-7.0 |6.8  |H4      |2p+ 2P*         |4d+ 2D          |8       |32      
PNG327.1-02.2|Hen 2-142    |D21 |4958.91 |[O III]   |4957.32 |1.540     |1.2 |1.414     |-1.8 |1.6  |F1      |2p2 3P          |2p2 1D          |3       |5       
PNG327.1-02.2|Hen 2-142    |D21 |5006.84 |[O III]   |5005.36 |6.050     |0.8 |5.325     |-1.5 |1.3  |F1      |2p2 3P          |2p2 1D          |5       |5       
PNG327.1-02.2|Hen 2-142    |D21 |5517.66 |[Cl III]  |5516.90 |0.400     |7.9 |0.231     |-11.8|10.4 |F1      |2p3 4S*         |2p3 2D*         |4       |6       
PNG327.1-02.2|Hen 2-142    |D21 |5537.60 |[Cl III]  |5536.23 |1.100     |6.0 |0.626     |-9.4 |8.1  |F1      |2p3 4S*         |2p3 2D*         |4       |4       
PNG327.1-02.2|Hen 2-142    |D21 |5754.60 |[N II]    |5752.53 |9.720     |0.4 |4.848     |-5.1 |4.7  |F3      |2p2 1D          |2p2 1S          |5       |1       
PNG327.1-02.2|Hen 2-142    |D21 |6233.80 |He II     |6231.19 |0.200     |14.2|0.076     |-20.7|18.2 |5.17    |5g+ 2G          |17h+ 2H*        |50      |*       
PNG327.1-02.2|Hen 2-142    |D21 |6300.34 |[O I]     |6298.01 |10.220    |0.5 |3.732     |-7.2 |6.8  |F1      |2p4 3P          |2p4 1D          |5       |5       
PNG327.1-02.2|Hen 2-142    |D21 |6312.10 |[S III]   |6309.66 |1.690     |3.9 |0.613     |-9.4 |8.2  |F3      |2p2 1D          |2p2 1S          |5       |1       
PNG327.1-02.2|Hen 2-142    |D21 |6363.78 |[O I]     |6361.43 |3.260     |1.6 |1.150     |-7.8 |6.9  |F1      |2p4 3P          |2p4 1D          |3       |5       
PNG327.1-02.2|Hen 2-142    |D21 |6548.10 |[N II]    |6545.68 |286.080   |0.3 |91.697    |-8.2 |7.3  |F1      |2p2 3P          |2p2 1D          |3       |5       
PNG327.1-02.2|Hen 2-142    |D21 |6562.77 |H 3       |6560.39 |901.900   |0.2 |286.932   |-8.0 |7.7  |H3      |2p+ 2P*         |3d+ 2D          |8       |18      
PNG327.1-02.2|Hen 2-142    |D21 |6583.50 |[N II]    |6581.04 |896.230   |0.4 |282.141   |-8.1 |7.4  |F1      |2p2 3P          |2p2 1D          |5       |5       
PNG327.1-02.2|Hen 2-142    |D21 |6678.16 |He I      |6675.66 |3.370     |3.2 |1.012     |-9.7 |8.8  |V46     |2p 1P*          |3d 1D           |3       |5       
PNG327.1-02.2|Hen 2-142    |D21 |6716.44 |[S II]    |6714.02 |7.580     |0.4 |2.233     |-8.6 |8.1  |F2      |2p3 4S*         |2p3 2D*         |4       |6       
PNG327.1-02.2|Hen 2-142    |D21 |6730.82 |[S II]    |6728.38 |17.500    |0.5 |5.120     |-8.8 |8.3  |F2      |2p3 4S*         |2p3 2D*         |4       |4       
PNG332.9-09.9|Hen 3-1333   |D97 |3726.03 |[O II]    |3726.03 |45.600    |0.0 |80.417    |-1.5 |1.9  |F1      |2p3 4S*         |2p3 2D*         |4       |4       
PNG332.9-09.9|Hen 3-1333   |D97 |3728.82 |[O II]    |3728.82 |*         |    |*         |     |     |F1      |2p3 4S*         |2p3 2D*         |4       |6       
PNG332.9-09.9|Hen 3-1333   |D21 |4861.33 |H 4       |4860.03 |100.000   |1.2 |100.003   |-1.4 |1.5  |H4      |2p+ 2P*         |4d+ 2D          |8       |32      
PNG332.9-09.9|Hen 3-1333   |D21 |5754.60 |[N II]    |5753.01 |12.930    |2.6 |8.413     |-3.4 |3.5  |F3      |2p2 1D          |2p2 1S          |5       |1       
PNG332.9-09.9|Hen 3-1333   |D21 |6300.34 |[O I]     |6298.57 |80.100    |0.9 |42.989    |-2.4 |2.2  |F1      |2p4 3P          |2p4 1D          |5       |5       
PNG332.9-09.9|Hen 3-1333   |D21 |6363.78 |[O I]     |6361.98 |30.584    |2.5 |16.073    |-3.9 |3.7  |F1      |2p4 3P          |2p4 1D          |3       |5       
PNG332.9-09.9|Hen 3-1333   |D21 |6548.10 |[N II]    |6546.21 |192.183   |0.9 |95.170    |-2.8 |2.4  |F1      |2p2 3P          |2p2 1D          |3       |5       
PNG332.9-09.9|Hen 3-1333   |D21 |6562.77 |H 3       |6560.96 |583.476   |0.7 |287.607   |-2.6 |2.3  |H3      |2p+ 2P*         |3d+ 2D          |8       |18      
PNG332.9-09.9|Hen 3-1333   |D21 |6716.44 |[S II]    |6714.92 |29.010    |16.0|13.637    |-18.8|20.2 |F2      |2p3 4S*         |2p3 2D*         |4       |6       
PNG332.9-09.9|Hen 3-1333   |D21 |6730.82 |[S II]    |6728.91 |100.940   |4.6 |47.243    |-6.4 |6.1  |F2      |2p3 4S*         |2p3 2D*         |4       |4       
PNG332.9-09.9|Hen 3-1333   |D97 |7319.99 |[O II]    |7319.99 |71.650    |0.0 |28.416    |-3.2 |2.6  |F2      |2p3 2D*         |2p3 2P*         |6       |4       
PNG332.9-09.9|Hen 3-1333   |D97 |7330.73 |[O II]    |7330.73 |36.180    |0.0 |14.309    |-3.2 |2.5  |F2      |2p3 2D*         |2p3 2P*         |4       |4       
PNG332.9-09.9|Hen 3-1333   |D97 |9068.60 |[S III]   |9068.60 |8.700     |0.0 |2.390     |-4.4 |3.4  |        |3p2 3P          |3p2 1D          |3       |5       
PNG321.0+03.9|Hen 2-113    |D97 |3726.03 |[O II]    |3726.03 |6.410     |0.0 |14.112    |-1.8 |2.2  |F1      |2p3 4S*         |2p3 2D*         |4       |4       
PNG321.0+03.9|Hen 2-113    |D97 |3728.82 |[O II]    |3728.82 |6.290     |0.0 |13.828    |-1.8 |2.2  |F1      |2p3 4S*         |2p3 2D*         |4       |6       
PNG321.0+03.9|Hen 2-113    |D21 |4861.33 |H 4       |4860.42 |100.000   |1.1 |100.005   |-1.4 |1.4  |H4      |2p+ 2P*         |4d+ 2D          |8       |32      
PNG321.0+03.9|Hen 2-113    |D21 |5754.60 |[N II]    |5753.34 |9.387     |1.2 |5.163     |-2.3 |2.0  |F3      |2p2 1D          |2p2 1S          |5       |1       
PNG321.0+03.9|Hen 2-113    |D21 |6300.34 |[O I]     |6298.92 |11.726    |1.9 |4.934     |-3.5 |3.0  |F1      |2p4 3P          |2p4 1D          |5       |5       
PNG321.0+03.9|Hen 2-113    |D21 |6312.10 |[S III]   |6310.61 |1.522     |4.7 |0.637     |-6.2 |6.1  |F3      |2p2 1D          |2p2 1S          |5       |1       
PNG321.0+03.9|Hen 2-113    |D21 |6363.78 |[O I]     |6362.24 |4.967     |2.8 |2.030     |-4.2 |3.9  |F1      |2p4 3P          |2p4 1D          |3       |5       
PNG321.0+03.9|Hen 2-113    |D21 |6548.10 |[N II]    |6546.55 |121.161   |0.4 |45.580    |-2.7 |2.2  |F1      |2p2 3P          |2p2 1D          |3       |5       
PNG321.0+03.9|Hen 2-113    |D21 |6562.77 |H 3       |6561.29 |767.207   |1.0 |286.770   |-2.9 |2.4  |H3      |2p+ 2P*         |3d+ 2D          |8       |18      
PNG321.0+03.9|Hen 2-113    |D21 |6583.50 |[N II]    |6581.91 |403.152   |1.7 |149.335   |-3.4 |3.0  |F1      |2p2 3P          |2p2 1D          |5       |5       
PNG321.0+03.9|Hen 2-113    |D21 |6716.44 |[S II]    |6714.65 |5.941     |8.8 |2.079     |-11.4|10.9 |F2      |2p3 4S*         |2p3 2D*         |4       |6       
